order_id,ord_id,customer_id,cust_id,order_date,order_datetime,product_id,item_id,quantity,qty,unit_price,price,total_amount,order_total,shipping_cost,tax,discount,status,order_status,payment_method,shipping_address,notes,tracking_number
ORD_00260,260,436,CUST_0436,8/16/2023,2023-09-19T11:18:00.000Z,PROD_192,99,9,2,100.74,137.85,309.28,621.16,0.00,5.75,0.71,returned,delivered,debit_card,1996 Main St,,TRK724243
ORD_00261,261,394,CUST_0394,4/5/2023,,PROD_014,35,2,4,216.37,119.96,704.60,97.54,6.38,8.71,11.27,returned,returned,debit_card,9703 Main St,,TRK689768
ORD_00262,262,134,CUST_0134,2023-03-27,2023-10-23T23:01:00.000Z,PROD_195,21,10,2,389.90,350.45,208.07,167.55,19.97,19.70,10.15,pending,SHIPPED,debit_card,8912 Main St,,
ORD_00263,263,355,CUST_0355,2023-01-12,,PROD_066,71,5,2,429.13,374.85,418.13,497.44,13.98,50.03,0.00,processing,,bank_transfer,5078 Main St,,
ORD_00264,264,410,CUST_0410,2/19/2023,2023-03-02T20:11:00.000Z,PROD_076,25,1,5,172.99,32.84,925.04,65.26,0.00,34.63,0.00,pending,delivered,paypal,2171 Main St,Special delivery instructions,TRK386268
ORD_00265,265,444,CUST_0444,2023-01-13,2023-02-04T21:04:00.000Z,PROD_139,165,1,4,388.88,215.48,724.47,539.62,19.70,27.57,21.53,pending,CANCELLED,bank_transfer,3238 Oak Ave,Special delivery instructions,TRK595541
ORD_00266,266,426,CUST_0426,8/22/2023,2023-12-13T19:11:00.000Z,PROD_195,6,7,2,95.98,95.75,185.04,361.69,13.75,6.97,0.00,,,paypal,2911 Oak Ave,,
ORD_00267,267,301,CUST_0301,,2023-02-14T10:17:00.000Z,PROD_105,198,8,1,372.27,122.28,393.90,622.38,21.94,46.01,0.00,processing,SHIPPED,credit_card,2607 Main St,,
ORD_00268,268,193,CUST_0193,2023-04-26,2023-11-25T10:35:00.000Z,PROD_041,30,8,2,266.18,412.84,1047.22,194.60,17.06,51.66,0.00,pending,pending,bank_transfer,4401 Main St,Special delivery instructions,TRK552587
ORD_00269,269,341,CUST_0341,11/13/2023,,PROD_166,101,8,4,462.11,397.71,692.88,646.63,0.00,18.06,0.00,pending,,cash,2167 Pine Rd,Special delivery instructions,TRK578498
ORD_00270,270,43,CUST_0043,7/6/2023,2023-02-05T12:55:00.000Z,PROD_183,139,3,4,227.28,297.51,880.57,539.28,0.00,22.09,47.99,CANCELLED,delivered,paypal,520 Pine Rd,,TRK969299
ORD_00271,271,494,CUST_0494,1/10/2023,,PROD_016,9,9,3,389.28,383.47,75.25,316.87,0.00,3.56,0.00,processing,processing,credit_card,4841 Main St,,
ORD_00272,272,138,CUST_0138,2023-04-27,2023-05-25T18:58:00.000Z,PROD_166,175,4,4,294.12,263.73,255.65,293.99,0.00,13.77,0.00,SHIPPED,,credit_card,1466 Oak Ave,,
ORD_00273,273,155,CUST_0155,4/13/2023,2023-08-05T07:48:00.000Z,PROD_078,27,9,5,292.83,158.35,799.49,243.98,15.01,5.85,0.00,processing,processing,paypal,4305 Main St,,
ORD_00274,274,406,CUST_0406,5/16/2023,2023-03-13T19:01:00.000Z,PROD_116,1,6,5,53.83,282.34,503.59,186.25,21.07,23.57,15.60,pending,CANCELLED,paypal,478 Oak Ave,,
ORD_00275,275,185,CUST_0185,6/14/2023,2023-05-07T18:59:00.000Z,PROD_079,191,9,5,164.92,234.13,489.77,420.20,15.78,31.12,0.00,SHIPPED,processing,paypal,5393 Oak Ave,,TRK167373
ORD_00276,276,389,CUST_0389,2023-08-21,2023-04-02T07:08:00.000Z,PROD_125,139,7,1,59.71,109.58,302.67,409.27,15.34,8.24,0.00,pending,processing,cash,6021 Pine Rd,Special delivery instructions,TRK985337
ORD_00277,277,22,CUST_0022,5/7/2023,,PROD_117,86,4,1,428.09,238.77,1041.39,701.02,23.13,51.62,2.47,,SHIPPED,credit_card,340 Pine Rd,,TRK526200
ORD_00278,278,337,CUST_0337,2023-06-24,,PROD_067,50,2,1,36.64,122.38,758.84,316.74,6.30,5.07,23.13,returned,processing,bank_transfer,5709 Pine Rd,,
ORD_00279,279,402,CUST_0402,1/26/2023,2023-02-23T12:26:00.000Z,PROD_144,189,4,4,435.79,306.55,788.40,605.07,7.25,6.33,0.00,delivered,,debit_card,2954 Pine Rd,,TRK847245
ORD_00280,280,437,CUST_0437,6/26/2023,2023-10-01T18:48:00.000Z,PROD_095,71,5,4,227.40,64.60,451.12,478.03,13.56,30.98,0.00,processing,CANCELLED,credit_card,4974 Pine Rd,,
ORD_00281,281,115,CUST_0115,3/26/2023,2023-11-23T07:38:00.000Z,PROD_004,102,5,5,210.35,142.27,726.25,290.55,9.87,29.54,0.00,returned,delivered,debit_card,8800 Oak Ave,,TRK247328
ORD_00282,282,309,CUST_0309,12/24/2023,,PROD_128,41,8,5,314.96,183.24,834.28,769.21,23.10,49.74,0.00,returned,pending,paypal,5006 Oak Ave,,
ORD_00283,283,192,CUST_0192,2023-12-11,2023-11-05T01:02:00.000Z,PROD_129,111,9,1,479.99,30.74,132.82,316.72,0.00,36.20,0.00,processing,,paypal,4921 Oak Ave,,TRK391625
ORD_00284,284,271,CUST_0271,2023-06-21,2023-02-05T14:13:00.000Z,PROD_158,162,7,5,463.53,366.40,205.79,354.64,13.12,18.81,2.18,pending,processing,debit_card,32 Main St,,TRK718949
ORD_00285,285,288,CUST_0288,2023-07-14,2023-10-23T02:20:00.000Z,PROD_027,37,6,5,312.86,358.27,914.79,398.35,18.76,12.00,25.86,,CANCELLED,paypal,887 Oak Ave,Special delivery instructions,TRK491509
ORD_00286,286,32,CUST_0032,,2023-03-10T12:35:00.000Z,PROD_041,193,8,3,147.62,130.95,875.26,152.25,15.66,33.70,21.30,returned,returned,bank_transfer,9604 Main St,,TRK561408
ORD_00287,287,319,CUST_0319,2023-08-27,2023-05-06T18:43:00.000Z,PROD_007,81,7,4,93.58,336.03,297.46,276.58,19.16,40.70,0.00,CANCELLED,returned,cash,9804 Pine Rd,,
ORD_00288,288,274,CUST_0274,7/19/2023,2023-01-09T01:40:00.000Z,PROD_174,12,7,1,88.22,123.93,1013.95,196.25,13.87,24.85,17.53,delivered,returned,cash,8560 Oak Ave,,TRK375718
ORD_00289,289,242,CUST_0242,2023-08-21,,PROD_030,76,10,3,389.11,76.54,591.84,389.13,24.28,43.16,0.00,processing,SHIPPED,cash,4099 Oak Ave,,
ORD_00290,290,230,CUST_0230,10/16/2023,2023-11-18T06:29:00.000Z,PROD_168,60,1,5,334.58,321.51,487.85,384.00,0.00,14.67,43.33,CANCELLED,CANCELLED,bank_transfer,7975 Oak Ave,,TRK783713
ORD_00291,291,290,CUST_0290,2023-08-03,2023-03-28T00:04:00.000Z,PROD_107,159,2,1,186.07,301.28,648.44,655.41,7.41,36.63,32.07,pending,pending,paypal,708 Oak Ave,,TRK829811
ORD_00292,292,30,CUST_0030,2023-11-22,2023-06-26T04:43:00.000Z,PROD_145,33,9,3,180.61,213.68,243.53,470.12,6.26,12.86,0.00,delivered,,paypal,9280 Main St,,
ORD_00293,293,189,CUST_0189,10/9/2023,2023-06-13T07:11:00.000Z,PROD_099,74,9,1,215.18,264.84,1001.78,48.61,17.80,21.97,0.00,,,cash,4908 Oak Ave,,TRK657775
ORD_00294,294,203,CUST_0203,,,PROD_003,81,1,3,162.45,395.01,617.59,430.71,0.00,5.20,0.00,processing,,paypal,7488 Main St,,
ORD_00295,295,287,CUST_0287,2023-01-09,2023-01-24T21:49:00.000Z,PROD_111,51,5,1,480.35,194.19,278.27,236.13,8.82,47.18,30.29,returned,returned,cash,6203 Pine Rd,,TRK325922
ORD_00296,296,74,CUST_0074,,,PROD_114,113,10,5,353.08,243.23,542.27,145.46,0.00,20.02,0.00,delivered,returned,credit_card,3866 Pine Rd,,
ORD_00297,297,477,CUST_0477,2023-10-07,,PROD_037,84,4,3,47.14,267.69,972.92,801.38,10.98,11.67,0.00,returned,pending,bank_transfer,1981 Oak Ave,,TRK881200
ORD_00298,298,25,CUST_0025,10/4/2023,,PROD_120,130,6,1,224.04,262.01,438.80,318.90,15.52,12.58,0.00,CANCELLED,CANCELLED,bank_transfer,5331 Oak Ave,,
ORD_00299,299,316,CUST_0316,7/21/2023,2023-08-19T21:01:00.000Z,PROD_079,166,8,3,483.83,195.59,749.85,165.49,0.00,6.65,17.95,SHIPPED,returned,paypal,7412 Oak Ave,,TRK161561
ORD_00300,300,30,CUST_0030,2023-01-23,2023-10-15T08:58:00.000Z,PROD_071,144,2,1,227.05,362.78,298.34,183.19,22.83,13.51,39.02,,processing,debit_card,6405 Main St,,TRK943229
ORD_00301,301,181,CUST_0181,6/2/2023,2023-06-03T20:22:00.000Z,PROD_058,88,10,5,27.11,162.23,955.74,171.98,19.69,51.14,0.00,delivered,delivered,debit_card,7994 Pine Rd,,TRK986916
ORD_00302,302,19,CUST_0019,1/15/2023,2023-05-13T12:03:00.000Z,PROD_048,81,10,3,493.41,286.82,774.95,638.90,0.00,17.49,8.65,pending,CANCELLED,bank_transfer,9312 Oak Ave,,TRK196244
ORD_00303,303,389,CUST_0389,7/18/2023,,PROD_108,71,6,3,42.87,412.36,219.01,504.21,19.68,22.86,0.00,delivered,SHIPPED,paypal,9903 Oak Ave,,TRK619302
ORD_00304,304,117,CUST_0117,6/8/2023,2023-07-18T15:02:00.000Z,PROD_131,50,2,5,314.90,59.90,1032.88,46.65,0.00,47.25,0.00,delivered,CANCELLED,cash,4767 Pine Rd,,TRK396338
ORD_00305,305,266,CUST_0266,4/27/2023,2023-04-26T04:06:00.000Z,PROD_057,73,2,4,266.45,410.44,907.79,389.41,8.71,2.58,0.00,processing,processing,credit_card,8378 Oak Ave,,TRK189371
ORD_00306,306,199,CUST_0199,5/26/2023,2023-08-18T11:28:00.000Z,PROD_119,34,5,5,122.49,270.08,239.09,423.88,19.24,21.49,3.31,processing,pending,credit_card,406 Pine Rd,Special delivery instructions,TRK835680
ORD_00307,307,382,CUST_0382,2023-04-14,2023-12-17T22:30:00.000Z,PROD_007,171,4,2,412.61,367.52,890.09,368.62,23.96,46.20,46.42,processing,SHIPPED,bank_transfer,6318 Pine Rd,,TRK138512
ORD_00308,308,419,CUST_0419,4/24/2023,2023-07-02T06:28:00.000Z,PROD_039,200,1,3,433.61,208.58,254.70,219.60,15.48,8.34,0.00,processing,returned,credit_card,9265 Oak Ave,,
ORD_00309,309,482,CUST_0482,2/10/2023,2023-02-26T06:04:00.000Z,PROD_037,31,3,2,233.56,57.81,204.64,579.72,6.49,23.84,0.00,pending,SHIPPED,paypal,76 Main St,,TRK615180
ORD_00310,310,105,CUST_0105,2023-09-02,2023-08-13T08:01:00.000Z,PROD_151,89,7,5,262.84,148.01,548.41,677.53,0.00,27.10,4.11,delivered,SHIPPED,credit_card,6799 Main St,,TRK791766
ORD_00311,311,263,CUST_0263,,2023-06-06T12:01:00.000Z,PROD_189,198,2,1,120.34,298.71,139.85,467.79,6.59,45.40,0.00,,returned,bank_transfer,8997 Pine Rd,,
ORD_00312,312,487,CUST_0487,8/25/2023,,PROD_055,111,9,5,305.74,195.08,927.07,93.77,18.05,14.99,0.00,delivered,,debit_card,8305 Pine Rd,,TRK141374
ORD_00313,313,343,CUST_0343,10/17/2023,2023-02-26T12:13:00.000Z,PROD_072,92,6,2,190.34,235.33,624.80,302.65,24.68,12.08,35.58,returned,CANCELLED,bank_transfer,7108 Main St,,TRK990181
ORD_00314,314,160,CUST_0160,1/19/2023,2023-10-26T07:40:00.000Z,PROD_180,31,2,3,488.55,345.34,654.30,175.95,7.39,4.85,0.00,returned,returned,paypal,5974 Pine Rd,,TRK212060
ORD_00315,315,123,CUST_0123,2023-11-25,2023-12-22T12:33:00.000Z,PROD_046,118,9,5,485.08,85.41,838.34,667.26,16.84,28.08,0.00,pending,,debit_card,1953 Oak Ave,,
ORD_00316,316,61,CUST_0061,2023-06-13,,PROD_019,160,4,1,457.25,143.39,847.15,366.93,16.25,27.18,0.00,delivered,delivered,cash,1494 Oak Ave,,
ORD_00317,317,338,CUST_0338,2023-07-21,2023-08-24T14:53:00.000Z,PROD_184,117,6,4,383.93,46.50,588.60,359.40,0.00,47.79,0.00,returned,pending,cash,6829 Oak Ave,Special delivery instructions,TRK184451
ORD_00318,318,160,CUST_0160,8/21/2023,2023-07-11T08:39:00.000Z,PROD_101,136,8,2,215.13,29.94,741.39,717.63,21.75,36.31,0.00,CANCELLED,,credit_card,8698 Oak Ave,,TRK614375
ORD_00319,319,302,CUST_0302,2023-01-07,2023-03-07T00:00:00.000Z,PROD_165,71,5,5,242.92,344.60,285.44,663.55,10.95,36.74,0.00,returned,CANCELLED,debit_card,548 Oak Ave,,
ORD_00320,320,16,CUST_0016,,,PROD_095,132,8,4,428.76,199.82,62.86,708.72,12.81,41.45,0.00,,SHIPPED,paypal,4616 Oak Ave,,TRK725257
ORD_00321,321,476,CUST_0476,12/20/2023,2023-07-01T03:49:00.000Z,PROD_028,90,5,3,247.98,240.87,392.94,573.29,15.63,16.56,4.61,CANCELLED,SHIPPED,credit_card,1552 Oak Ave,,TRK388795
ORD_00322,322,3,CUST_0003,10/24/2023,2023-01-20T19:57:00.000Z,PROD_195,113,4,3,182.22,218.39,1031.05,749.89,17.15,27.44,0.00,processing,processing,bank_transfer,3032 Oak Ave,,TRK527602
ORD_00323,323,161,CUST_0161,3/17/2023,2023-03-19T01:34:00.000Z,PROD_194,114,6,2,293.64,86.14,533.97,368.30,24.45,16.18,49.68,SHIPPED,CANCELLED,debit_card,5135 Main St,Special delivery instructions,TRK945411
ORD_00324,324,407,CUST_0407,2023-11-23,,PROD_075,143,8,2,209.09,179.69,209.65,81.30,15.42,29.60,0.00,,CANCELLED,paypal,3839 Oak Ave,,
ORD_00325,325,388,CUST_0388,,2023-05-01T23:29:00.000Z,PROD_041,48,1,2,410.35,233.92,425.05,761.45,20.71,46.91,29.10,returned,,cash,389 Pine Rd,,TRK443780
ORD_00326,326,43,CUST_0043,6/22/2023,2023-01-04T03:12:00.000Z,PROD_107,154,1,2,438.51,246.14,406.49,146.80,17.20,11.21,20.38,pending,pending,debit_card,382 Oak Ave,,TRK417556
ORD_00327,327,61,CUST_0061,2023-05-17,2023-02-25T13:15:00.000Z,PROD_132,80,3,4,83.01,132.61,177.88,196.62,15.19,24.40,0.00,CANCELLED,pending,credit_card,4935 Pine Rd,,TRK286672
ORD_00328,328,72,CUST_0072,7/2/2023,2023-05-16T23:47:00.000Z,PROD_187,151,3,2,238.36,173.61,771.36,600.42,15.50,4.03,0.00,,processing,debit_card,762 Pine Rd,Special delivery instructions,
ORD_00329,329,428,CUST_0428,3/2/2023,2023-08-07T23:40:00.000Z,PROD_144,76,9,3,367.49,308.15,968.98,213.83,17.50,19.55,0.00,CANCELLED,,bank_transfer,1715 Main St,Special delivery instructions,TRK931828
ORD_00330,330,253,CUST_0253,6/26/2023,2023-10-28T13:36:00.000Z,PROD_007,32,8,4,376.06,375.74,364.48,142.29,7.18,43.37,0.00,processing,returned,cash,5983 Oak Ave,,TRK718722
ORD_00331,331,38,CUST_0038,2/25/2023,2023-10-05T06:35:00.000Z,PROD_044,173,5,4,75.21,63.07,523.81,521.46,0.00,51.17,0.00,delivered,,bank_transfer,5591 Pine Rd,,
ORD_00332,332,259,CUST_0259,2023-04-24,2023-02-14T05:58:00.000Z,PROD_018,197,2,5,108.30,183.50,385.98,813.68,21.79,42.82,9.93,delivered,processing,cash,8055 Pine Rd,,
ORD_00333,333,56,CUST_0056,5/7/2023,2023-03-15T01:15:00.000Z,PROD_024,68,6,5,232.57,70.16,624.61,315.78,8.98,26.21,0.00,,returned,credit_card,9116 Oak Ave,,
ORD_00334,334,90,CUST_0090,9/24/2023,2023-01-24T03:24:00.000Z,PROD_159,42,5,3,478.24,246.70,739.28,620.60,9.87,50.99,28.46,delivered,processing,credit_card,2323 Pine Rd,,TRK765642
ORD_00335,335,54,CUST_0054,7/7/2023,2023-02-02T20:47:00.000Z,PROD_088,131,6,1,431.62,20.10,788.30,395.16,24.98,9.54,0.00,delivered,,paypal,7562 Pine Rd,,
ORD_00336,336,211,CUST_0211,9/25/2023,2023-08-07T01:52:00.000Z,PROD_154,58,2,5,24.09,80.42,224.37,286.23,0.00,27.96,16.51,CANCELLED,processing,debit_card,7073 Main St,,TRK865318
ORD_00337,337,11,CUST_0011,,2023-04-06T05:02:00.000Z,PROD_165,1,1,1,116.77,92.75,820.69,110.08,6.79,40.83,0.00,processing,,debit_card,9702 Oak Ave,,
ORD_00338,338,169,CUST_0169,,2023-04-14T03:02:00.000Z,PROD_147,50,6,5,394.91,407.85,361.20,88.80,0.00,19.16,0.00,processing,CANCELLED,credit_card,7043 Oak Ave,,TRK628012
ORD_00339,339,93,CUST_0093,12/25/2023,2023-10-02T00:52:00.000Z,PROD_005,122,9,5,43.72,409.17,921.75,143.48,0.00,5.47,33.81,pending,pending,paypal,1368 Pine Rd,,TRK637009
ORD_00340,340,254,CUST_0254,2023-12-01,2023-04-08T09:59:00.000Z,PROD_044,108,10,3,338.96,153.55,158.61,416.50,24.95,17.80,42.19,processing,SHIPPED,credit_card,1583 Pine Rd,,
ORD_00341,341,429,CUST_0429,2/15/2023,2023-05-19T04:18:00.000Z,PROD_181,64,7,3,53.88,64.79,270.87,436.53,11.69,51.01,0.00,processing,delivered,credit_card,9326 Oak Ave,,
ORD_00342,342,475,CUST_0475,6/6/2023,2023-09-11T18:24:00.000Z,PROD_159,25,9,2,221.93,216.44,941.92,343.23,0.00,51.19,48.33,CANCELLED,CANCELLED,cash,7744 Oak Ave,,TRK644887
ORD_00343,343,351,CUST_0351,6/28/2023,2023-04-19T10:45:00.000Z,PROD_148,5,4,4,303.60,70.87,144.83,659.19,13.34,11.90,0.00,returned,delivered,debit_card,5130 Oak Ave,,TRK858053
ORD_00344,344,127,CUST_0127,11/9/2023,2023-06-13T13:05:00.000Z,PROD_014,20,6,5,19.73,345.50,894.56,765.80,0.00,45.21,0.00,pending,delivered,debit_card,8733 Oak Ave,Special delivery instructions,TRK514647
ORD_00345,345,237,CUST_0237,2023-02-12,2023-02-21T18:47:00.000Z,PROD_144,200,3,4,250.36,398.08,111.45,117.34,23.37,44.50,33.61,,CANCELLED,debit_card,3292 Oak Ave,,
ORD_00346,346,465,CUST_0465,2023-03-09,2023-10-11T08:49:00.000Z,PROD_052,176,10,1,239.64,274.59,66.49,665.12,0.00,17.59,3.58,,returned,debit_card,6767 Oak Ave,Special delivery instructions,
ORD_00347,347,359,CUST_0359,12/22/2023,2023-03-01T07:39:00.000Z,PROD_030,11,6,1,354.02,106.68,989.26,423.42,0.00,36.05,0.00,delivered,pending,credit_card,2710 Oak Ave,,TRK459389
ORD_00348,348,419,CUST_0419,1/18/2023,,PROD_056,41,6,1,196.52,229.37,200.99,748.28,0.00,10.14,47.79,delivered,SHIPPED,cash,8837 Main St,,TRK810999
ORD_00349,349,395,CUST_0395,2/17/2023,2023-03-20T23:46:00.000Z,PROD_035,200,9,5,56.62,55.38,317.99,837.88,21.97,11.32,0.00,returned,returned,credit_card,433 Pine Rd,,
ORD_00350,350,450,CUST_0450,7/21/2023,2023-10-17T13:41:00.000Z,PROD_095,83,1,2,431.64,81.09,993.42,236.77,18.07,44.54,42.98,,delivered,paypal,2450 Pine Rd,,
ORD_00351,351,371,CUST_0371,2023-09-24,2023-05-09T11:33:00.000Z,PROD_035,66,4,2,40.39,211.09,480.86,480.31,5.85,51.10,0.00,,processing,paypal,8495 Main St,Special delivery instructions,TRK234333
ORD_00352,352,487,CUST_0487,7/5/2023,2023-07-03T12:25:00.000Z,PROD_040,176,3,3,377.51,198.79,390.87,334.54,8.50,14.05,0.00,SHIPPED,returned,debit_card,8607 Main St,,TRK943543
ORD_00353,353,48,CUST_0048,2023-04-12,2023-05-25T05:40:00.000Z,PROD_113,197,5,4,217.66,320.59,701.16,537.32,17.39,32.30,0.00,,,bank_transfer,8365 Oak Ave,Special delivery instructions,TRK757807
ORD_00354,354,421,CUST_0421,4/8/2023,,PROD_018,157,1,1,365.62,277.13,529.65,40.02,12.89,36.03,0.00,returned,CANCELLED,bank_transfer,3813 Main St,,
ORD_00355,355,443,CUST_0443,,2023-03-06T15:00:00.000Z,PROD_189,91,9,4,481.51,104.58,850.30,513.51,14.84,28.52,0.00,returned,pending,cash,5075 Pine Rd,Special delivery instructions,
ORD_00356,356,357,CUST_0357,6/24/2023,2023-03-23T03:21:00.000Z,PROD_006,50,4,3,129.42,88.60,586.50,174.35,0.00,40.43,0.00,SHIPPED,,debit_card,2487 Main St,,
ORD_00357,357,214,CUST_0214,,2023-10-11T14:01:00.000Z,PROD_180,182,1,1,112.57,207.82,191.92,427.40,0.00,6.06,0.00,delivered,SHIPPED,cash,5341 Oak Ave,,TRK947070
ORD_00358,358,161,CUST_0161,,2023-06-22T08:46:00.000Z,PROD_189,3,5,2,382.56,171.96,380.43,402.57,14.58,45.17,0.00,SHIPPED,CANCELLED,bank_transfer,6312 Oak Ave,,
ORD_00359,359,276,CUST_0276,8/28/2023,2023-12-26T16:29:00.000Z,PROD_096,4,6,4,17.60,271.30,339.44,697.94,9.97,38.38,0.00,delivered,pending,debit_card,4875 Pine Rd,,
ORD_00360,360,157,CUST_0157,2023-11-23,2023-01-05T23:24:00.000Z,PROD_053,6,6,2,466.27,232.95,552.48,636.82,0.00,32.05,0.00,processing,CANCELLED,debit_card,1375 Pine Rd,,TRK291104
ORD_00361,361,362,CUST_0362,6/13/2023,2023-09-12T21:00:00.000Z,PROD_043,83,5,2,376.13,84.86,220.57,65.48,21.26,6.61,0.00,returned,pending,credit_card,9329 Pine Rd,,TRK132777
ORD_00362,362,264,CUST_0264,2023-12-10,,PROD_070,157,8,5,206.30,273.15,392.20,713.26,14.08,49.55,0.00,,delivered,paypal,5100 Pine Rd,Special delivery instructions,TRK171627
ORD_00363,363,206,CUST_0206,2023-07-25,2023-06-11T09:29:00.000Z,PROD_005,92,3,4,35.30,34.85,281.73,560.58,0.00,46.14,33.76,delivered,returned,paypal,7029 Oak Ave,,TRK961927
ORD_00364,364,278,CUST_0278,10/22/2023,,PROD_053,61,10,5,117.72,251.77,183.00,407.22,21.48,43.83,0.00,processing,SHIPPED,debit_card,3513 Oak Ave,,TRK866036
ORD_00365,365,19,CUST_0019,7/24/2023,2023-01-19T21:22:00.000Z,PROD_029,76,6,2,109.50,400.57,804.09,561.90,16.80,15.98,0.00,,,paypal,9895 Main St,,TRK416209
ORD_00366,366,117,CUST_0117,2/19/2023,2023-01-22T10:39:00.000Z,PROD_029,80,1,3,161.33,222.26,69.79,201.82,0.00,26.97,32.13,processing,CANCELLED,credit_card,4997 Main St,,
ORD_00367,367,282,CUST_0282,12/16/2023,2023-05-24T17:50:00.000Z,PROD_181,131,6,4,179.35,262.37,117.85,353.09,10.64,42.85,0.00,,,paypal,1614 Pine Rd,,
ORD_00368,368,457,CUST_0457,1/20/2023,2023-07-22T19:34:00.000Z,PROD_065,85,4,2,428.30,271.45,739.36,770.55,7.88,9.10,0.00,SHIPPED,,bank_transfer,195 Main St,,TRK613035
ORD_00369,369,382,CUST_0382,12/16/2023,2023-09-05T06:03:00.000Z,PROD_194,147,2,3,197.44,409.39,348.41,767.14,6.51,21.02,1.55,returned,SHIPPED,bank_transfer,657 Main St,Special delivery instructions,
ORD_00370,370,279,CUST_0279,5/10/2023,2023-02-13T00:42:00.000Z,PROD_198,147,10,3,24.21,308.15,757.76,439.76,11.66,6.30,0.00,processing,returned,cash,9725 Pine Rd,,TRK351459
ORD_00371,371,247,CUST_0247,2023-03-19,2023-08-06T04:29:00.000Z,PROD_008,93,5,1,19.08,222.54,932.81,585.75,19.04,45.89,40.29,processing,pending,debit_card,8965 Oak Ave,,TRK147122
ORD_00372,372,182,CUST_0182,8/12/2023,2023-01-06T16:03:00.000Z,PROD_044,133,6,4,204.44,105.27,984.14,591.66,20.97,45.17,36.59,SHIPPED,returned,bank_transfer,1440 Pine Rd,,
ORD_00373,373,321,CUST_0321,2023-05-16,,PROD_023,145,8,1,218.10,76.87,639.73,344.49,6.85,15.95,0.00,,pending,paypal,3294 Main St,,TRK183635
ORD_00374,374,417,CUST_0417,9/1/2023,2023-02-26T18:18:00.000Z,PROD_077,192,9,3,487.97,68.95,191.03,364.82,25.00,41.05,0.00,pending,SHIPPED,credit_card,9561 Main St,,TRK106800
ORD_00375,375,230,CUST_0230,,2023-05-05T23:48:00.000Z,PROD_097,7,10,1,379.78,130.23,917.35,536.61,0.00,24.30,0.00,pending,delivered,paypal,758 Pine Rd,Special delivery instructions,
ORD_00376,376,147,CUST_0147,2/21/2023,2023-08-27T08:59:00.000Z,PROD_021,170,1,4,188.24,132.60,924.82,810.96,0.00,32.69,0.00,returned,processing,bank_transfer,9684 Oak Ave,,TRK354503
ORD_00377,377,428,CUST_0428,9/18/2023,2023-12-06T06:58:00.000Z,PROD_062,168,8,2,445.78,191.97,401.03,543.86,5.36,51.42,0.00,delivered,SHIPPED,paypal,6607 Pine Rd,Special delivery instructions,TRK853127
ORD_00378,378,405,CUST_0405,5/7/2023,2023-08-05T02:34:00.000Z,PROD_111,164,3,2,461.79,64.89,796.28,454.69,0.00,41.34,24.60,,processing,paypal,1281 Pine Rd,,TRK689278
ORD_00379,379,92,CUST_0092,2/12/2023,2023-10-10T14:54:00.000Z,PROD_085,17,1,1,253.76,67.31,1012.43,342.85,6.78,30.37,0.00,CANCELLED,processing,credit_card,8090 Pine Rd,,
ORD_00380,380,491,CUST_0491,4/17/2023,2023-09-26T16:35:00.000Z,PROD_057,188,6,3,48.61,96.30,782.20,104.80,19.34,6.96,14.69,pending,,bank_transfer,1925 Oak Ave,,TRK966711
ORD_00381,381,375,CUST_0375,2023-02-07,,PROD_145,181,4,3,110.80,237.73,729.43,651.34,20.93,49.13,0.00,delivered,,debit_card,4770 Oak Ave,,
ORD_00382,382,144,CUST_0144,2/13/2023,2023-08-27T02:17:00.000Z,PROD_101,28,4,5,223.68,339.56,1013.74,343.55,9.42,34.49,0.00,SHIPPED,,cash,8619 Oak Ave,,
ORD_00383,383,484,CUST_0484,2023-10-19,2023-12-18T12:18:00.000Z,PROD_025,94,3,4,229.74,142.80,916.05,513.21,0.00,27.84,0.00,pending,pending,paypal,8318 Main St,,
ORD_00384,384,9,CUST_0009,2023-09-17,2023-08-10T17:12:00.000Z,PROD_051,155,6,3,160.37,261.70,749.26,789.52,11.29,16.61,0.00,SHIPPED,CANCELLED,debit_card,183 Oak Ave,Special delivery instructions,TRK185485
ORD_00385,385,485,CUST_0485,5/25/2023,2023-10-24T02:39:00.000Z,PROD_027,75,5,3,200.02,152.36,326.49,503.40,19.16,15.67,0.00,returned,processing,debit_card,152 Pine Rd,,
ORD_00386,386,107,CUST_0107,3/5/2023,2023-04-22T13:33:00.000Z,PROD_098,53,7,4,105.96,347.43,829.69,187.61,17.82,39.11,0.00,CANCELLED,returned,debit_card,8769 Main St,Special delivery instructions,TRK771180
ORD_00387,387,100,CUST_0100,8/4/2023,2023-08-08T10:15:00.000Z,PROD_188,17,8,3,425.01,173.23,1047.47,839.54,12.98,19.84,0.00,pending,SHIPPED,cash,743 Oak Ave,,
ORD_00388,388,220,CUST_0220,3/6/2023,2023-01-10T16:16:00.000Z,PROD_095,88,4,2,251.07,368.56,390.07,421.36,10.48,19.79,0.00,CANCELLED,pending,credit_card,4401 Main St,,TRK757439
ORD_00389,389,496,CUST_0496,10/17/2023,2023-05-14T21:01:00.000Z,PROD_200,74,5,4,297.56,226.95,747.28,335.33,6.15,15.31,0.00,SHIPPED,processing,debit_card,8047 Main St,,TRK861345
